freq,psd_x,psd_y,psd_z,psd_xyz
77.9,3.972e+04,4.256e+03,1.852e+03,4.583e+04
79.3,3.447e+04,2.918e+03,2.542e+03,3.993e+04
80.8,3.190e+04,1.934e+03,2.359e+03,3.620e+04
82.3,2.992e+04,1.162e+03,2.028e+03,3.311e+04
83.8,2.731e+04,5.341e+02,2.835e+03,3.068e+04
85.3,2.350e+04,2.950e+02,4.357e+03,2.815e+04
86.8,1.869e+04,2.143e+02,5.766e+03,2.467e+04
88.3,1.466e+04,2.038e+02,4.975e+03,1.984e+04
89.8,1.075e+04,2.918e+02,3.120e+03,1.416e+04
91.3,7.259e+03,3.958e+02,2.537e+03,1.019e+04
92.8,5.652e+03,4.986e+02,2.259e+03,8.410e+03
94.3,6.921e+03,6.437e+02,2.149e+03,9.713e+03
95.8,9.937e+03,7.806e+02,2.446e+03,1.316e+04
97.3,1.208e+04,8.970e+02,2.646e+03,1.563e+04
98.8,1.211e+04,1.195e+03,2.764e+03,1.607e+04
100.3,1.101e+04,1.543e+03,3.038e+03,1.559e+04
101.8,1.220e+04,2.322e+03,2.569e+03,1.710e+04
103.3,2.374e+04,5.257e+03,1.882e+03,3.088e+04
104.8,3.606e+04,8.081e+03,1.817e+03,4.596e+04
106.3,3.896e+04,8.421e+03,2.007e+03,4.939e+04
107.8,3.661e+04,8.291e+03,2.816e+03,4.772e+04
109.3,3.275e+04,8.511e+03,3.623e+03,4.489e+04
110.8,2.928e+04,8.420e+03,4.055e+03,4.175e+04
112.3,2.485e+04,7.298e+03,4.741e+03,3.689e+04
113.8,1.943e+04,6.271e+03,4.875e+03,3.058e+04
115.3,1.724e+04,4.559e+03,2.750e+03,2.455e+04
116.8,2.150e+04,3.798e+03,2.293e+03,2.759e+04
118.3,2.428e+04,4.139e+03,2.456e+03,3.087e+04
119.8,2.490e+04,4.741e+03,2.511e+03,3.215e+04
121.3,2.392e+04,5.395e+03,2.542e+03,3.186e+04
122.8,2.192e+04,5.684e+03,2.599e+03,3.021e+04
124.3,1.995e+04,5.700e+03,2.670e+03,2.832e+04
125.8,1.818e+04,5.740e+03,3.306e+03,2.723e+04
127.3,1.675e+04,5.796e+03,4.340e+03,2.689e+04
128.8,1.562e+04,6.054e+03,5.443e+03,2.712e+04
130.3,1.496e+04,6.855e+03,5.629e+03,2.745e+04
131.7,1.254e+04,6.447e+03,4.463e+03,2.345e+04
133.2,5.419e+03,3.033e+03,1.995e+03,1.045e+04
134.7,1.280e+03,1.234e+03,6.064e+02,3.120e+03
136.2,1.487e+03,1.742e+03,5.823e+02,3.811e+03
137.7,1.542e+03,1.896e+03,6.687e+02,4.107e+03
139.2,1.437e+03,1.851e+03,7.165e+02,4.005e+03
140.7,1.300e+03,1.740e+03,7.073e+02,3.748e+03
142.2,1.019e+03,1.321e+03,7.092e+02,3.049e+03
143.7,6.298e+02,7.533e+02,1.131e+03,2.514e+03
145.2,4.375e+02,4.223e+02,1.634e+03,2.494e+03
146.7,3.714e+02,3.379e+02,1.646e+03,2.355e+03
148.2,3.236e+02,2.727e+02,1.863e+03,2.459e+03
149.7,2.743e+02,2.502e+02,1.913e+03,2.438e+03
151.2,2.517e+02,2.122e+02,1.842e+03,2.306e+03
152.7,2.853e+02,1.887e+02,2.134e+03,2.608e+03
154.2,3.557e+02,1.700e+02,2.625e+03,3.151e+03
155.7,4.556e+02,1.920e+02,2.646e+03,3.294e+03
157.2,4.892e+02,2.580e+02,2.042e+03,2.789e+03
158.7,4.311e+02,2.637e+02,1.474e+03,2.169e+03
160.2,4.248e+02,2.416e+02,1.326e+03,1.993e+03
161.7,4.235e+02,1.896e+02,1.523e+03,2.136e+03
163.2,4.099e+02,1.540e+02,1.704e+03,2.268e+03
164.7,5.198e+02,1.226e+02,2.025e+03,2.668e+03
166.2,7.565e+02,9.973e+01,2.572e+03,3.428e+03
167.7,8.639e+02,9.706e+01,2.907e+03,3.868e+03
169.2,8.780e+02,9.687e+01,3.175e+03,4.150e+03
170.7,9.171e+02,1.185e+02,3.416e+03,4.452e+03
172.2,9.269e+02,1.447e+02,3.335e+03,4.407e+03
173.7,9.081e+02,1.492e+02,3.204e+03,4.262e+03
175.2,9.453e+02,1.450e+02,2.995e+03,4.085e+03
176.7,1.043e+03,1.778e+02,2.691e+03,3.912e+03
178.2,1.187e+03,2.288e+02,2.441e+03,3.856e+03
179.7,1.403e+03,2.751e+02,2.414e+03,4.092e+03
181.2,1.585e+03,3.434e+02,2.399e+03,4.328e+03
182.7,1.760e+03,4.220e+02,2.241e+03,4.423e+03
184.1,1.925e+03,4.592e+02,2.077e+03,4.461e+03
185.6,2.091e+03,4.826e+02,1.886e+03,4.460e+03
187.1,2.236e+03,5.369e+02,1.634e+03,4.406e+03
188.6,2.275e+03,6.196e+02,1.410e+03,4.304e+03
190.1,2.349e+03,6.975e+02,1.482e+03,4.528e+03
191.6,2.564e+03,7.220e+02,1.641e+03,4.927e+03
193.1,3.008e+03,6.541e+02,1.707e+03,5.369e+03
194.6,3.861e+03,6.310e+02,1.741e+03,6.233e+03
196.1,4.378e+03,6.202e+02,1.741e+03,6.739e+03
197.6,4.817e+03,6.569e+02,1.790e+03,7.264e+03
199.1,5.263e+03,7.109e+02,1.808e+03,7.782e+03
